date,MINUTES,cloud,cloud_level,day,dewp,fog,gust,hail,max,min,month,mxspd,prcp,rh,slp,snow,snowdiff,snowf,sst,sstorm,stp,sun,temp,tstorm,visib,wddir,wet_bulb,wmoid,year
1961-02-11,,,,11,4.4444444444444455,0.0,,0.0,20.0,7.222222222222222,2,2.1092222222204,0.0,,1015.8,0.0,0.0,0.0,,0.0,,,14.444444444444445,0.0,7.242048,,,42097,1961
1961-02-16,,,,16,2.3888888888888875,0.0,,0.0,23.88888888888889,6.1111111111111125,2,0.9774444444436,0.0,,1014.1,0.0,,0.0,,0.0,,,15.0,0.0,8.529523199999998,,,42097,1961
1961-02-17,,,,17,4.629629629629628,,,,23.33333333333333,7.037037037037039,2,1.3547037037025333,,,1014.6,,,,,,,,15.074074074074074,,,,,42097,1961
1961-02-18,,,,18,6.870370370370368,,,,22.777777777777768,7.962962962962965,2,1.7319629629614666,,,1015.1,,,,,,,,15.148148148148147,,,,,42097,1961
1961-02-19,,,,19,9.111111111111107,0.0,,0.0,22.222222222222207,8.888888888888891,2,2.1092222222204,,,1015.6,0.0,,0.0,,0.0,,,15.222222222222221,0.0,8.851392,,,42097,1961
1961-02-20,,,,20,7.444444444444443,,,,23.05555555555555,8.055555555555557,2,2.1092222222204,,,1014.0,,,,,,,,15.38888888888889,,,,,42097,1961
1961-02-21,,,,21,5.777777777777778,0.0,,0.0,23.88888888888889,7.222222222222222,2,2.1092222222204,0.0,,1012.4,0.0,,0.0,,0.0,,,15.555555555555555,0.0,9.9779328,,,42097,1961
1961-02-22,,,,22,6.77777777777778,0.0,,0.0,26.11111111111111,8.888888888888891,2,0.9774444444436,0.0,,1012.9,0.0,0.0,0.0,,0.0,,,17.055555555555557,0.0,6.437376,,,42097,1961
1961-02-23,,,,23,7.055555555555557,,,,24.44444444444445,8.888888888888891,2,1.5433333333319998,0.0,,1013.7,,,,,,,,17.055555555555557,,,,,42097,1961
1961-02-24,,,,24,7.333333333333335,0.0,,0.0,22.777777777777786,8.888888888888891,2,2.1092222222204,0.0,,1014.5,0.0,,0.0,,0.0,,,17.055555555555557,0.0,8.529523199999998,,,42097,1961
1961-02-25,,,,25,2.666666666666665,0.0,,0.0,23.88888888888889,7.777777777777778,2,2.1092222222204,0.0,,1015.6,0.0,0.0,0.0,,0.0,,,16.500000000000004,0.0,8.529523199999998,,,42097,1961
1961-02-26,,,,26,2.2222222222222223,0.0,,0.0,26.11111111111111,8.888888888888891,2,0.9774444444436,0.0,,1014.0,0.0,0.0,0.0,,0.0,,,18.88888888888889,0.0,8.529523199999998,,,42097,1961
1961-02-27,,,,27,3.0000000000000004,,,,27.037037037037038,10.185185185185187,2,1.8519999999984,0.0,,1011.5666666666667,,,,,,,,19.37037037037037,,,,,42097,1961
1961-02-28,,,,28,3.7777777777777786,,,,27.962962962962962,11.481481481481483,2,2.7265555555532,0.0,,1009.1333333333333,,,,,,,,19.851851851851848,,,,,42097,1961
1961-03-01,,,,1,4.555555555555556,0.0,,0.0,28.88888888888889,12.777777777777779,3,3.601111111108,0.0,,1006.7,0.0,,0.0,,0.0,,,20.33333333333333,0.0,6.437376,,,42097,1961
1961-03-02,,,,2,6.333333333333332,0.0,,0.0,28.88888888888889,12.777777777777779,3,2.1092222222204,0.0,,1009.2,0.0,0.0,0.0,,0.0,,,19.777777777777775,0.0,7.563916800000001,,,42097,1961
1961-03-03,,,,3,4.555555555555556,0.0,,0.0,30.0,10.0,3,0.9774444444436,0.0,,1008.1,0.0,0.0,0.0,,0.0,,,20.444444444444443,0.0,7.563916800000001,,,42097,1961
1961-03-04,,,,4,4.222222222222223,0.0,,0.0,28.88888888888889,13.888888888888893,3,2.1092222222204,0.0,,1005.4,0.0,0.0,0.0,,0.0,,,21.66666666666667,0.0,7.563916800000001,,,42097,1961
1961-03-05,,,,5,4.27777777777778,0.0,,0.0,26.11111111111111,15.0,3,2.6236666666644,0.0,,1010.0,0.0,0.0,0.0,,0.0,,,20.277777777777786,0.0,5.4717696,,,42097,1961
1961-03-06,,,,6,3.4444444444444464,0.0,,0.0,27.222222222222232,7.222222222222222,3,0.9774444444436,0.0,,1014.9,0.0,0.0,0.0,,0.0,,,16.77777777777778,0.0,7.563916800000001,,,42097,1961
1961-03-07,,,,7,1.222222222222224,0.0,,0.0,26.11111111111111,8.888888888888891,3,0.9774444444436,0.0,,1016.0,0.0,0.0,0.0,,0.0,,,18.000000000000004,0.0,7.563916800000001,,,42097,1961
1961-03-08,,,,8,2.333333333333335,0.0,,0.0,27.777777777777786,12.222222222222225,3,2.1092222222204,0.0,,1015.9,0.0,0.0,0.0,,0.0,,,20.33333333333333,0.0,7.563916800000001,,,42097,1961
1961-03-09,,,,9,5.999999999999999,0.0,,0.0,27.777777777777786,12.777777777777779,3,2.1092222222204,0.0,,1015.3,0.0,0.0,0.0,,0.0,,,20.777777777777786,0.0,7.563916800000001,,,42097,1961
1961-03-10,,,,10,9.777777777777779,0.0,,0.0,28.88888888888889,12.222222222222225,3,2.1092222222204,0.0,,1012.4,0.0,0.0,0.0,,0.0,,,20.777777777777786,0.0,7.563916800000001,,,42097,1961
1961-03-11,,,,11,11.444444444444445,0.0,,0.0,28.88888888888889,13.888888888888893,3,2.1092222222204,0.0,,1012.0,0.0,0.0,0.0,,0.0,,,21.88888888888889,0.0,7.563916800000001,,,42097,1961
1961-03-12,,,,12,11.055555555555557,,,,30.0,15.000000000000002,3,1.5433333333319998,0.0,,1012.3,,,,,,,,22.5,,,,,42097,1961
1961-03-13,,,,13,10.666666666666668,0.0,,0.0,31.11111111111111,16.11111111111111,3,0.9774444444436,0.0,,1012.6,0.0,,0.0,,0.0,,,23.11111111111111,0.0,7.563916800000001,,,42097,1961
1961-03-14,,,,14,9.722222222222225,0.0,,0.0,32.22222222222222,17.22222222222222,3,0.9774444444436,0.0,,1012.9000000000001,0.0,0.0,0.0,,0.0,,,23.5,0.0,6.9201792,,,42097,1961
1961-03-15,,,,15,10.722222222222221,0.0,,0.0,31.11111111111111,17.777777777777782,3,0.9774444444436,0.0,,1013.2,0.0,0.0,0.0,,0.0,,,23.055555555555557,0.0,,,,42097,1961
1961-03-16,,,,16,13.222222222222221,0.0,,0.0,31.11111111111111,16.11111111111111,3,2.1092222222204,0.0,,1011.4,0.0,0.0,0.0,,0.0,,,23.666666666666664,0.0,7.563916800000001,,,42097,1961
1961-03-17,,,,17,9.222222222222225,0.0,,0.0,28.88888888888889,16.11111111111111,3,2.1092222222204,0.0,,1007.9,0.0,0.0,0.0,,0.0,,,22.222222222222207,1.0,7.563916800000001,,,42097,1961
1961-03-18,,,,18,12.000000000000002,0.0,,0.0,27.777777777777786,15.0,3,2.6236666666644,1.016,,1007.7,0.0,0.0,0.0,,0.0,,,20.555555555555557,0.0,7.563916800000001,,,42097,1961
1961-03-19,,,,19,12.055555555555555,0.0,,0.0,22.222222222222207,12.777777777777779,3,2.1092222222204,0.0,,1009.5,0.0,0.0,0.0,,0.0,,,17.333333333333336,0.0,6.9201792,,,42097,1961
1961-03-20,,,,20,8.25,,,,25.55555555555555,11.944444444444443,3,1.5433333333319998,0.0,,1010.9,,,,,,,,18.722222222222225,,,,,42097,1961
1961-03-21,,,,21,4.4444444444444455,0.0,,0.0,28.88888888888889,11.111111111111107,3,0.9774444444436,0.0,,1012.3,0.0,,0.0,,0.0,,,20.111111111111114,0.0,7.563916800000001,,,42097,1961
1961-03-22,,,,22,5.833333333333334,0.0,,0.0,27.777777777777786,12.777777777777779,3,0.9774444444436,0.0,,1011.6,0.0,0.0,0.0,,0.0,,,21.11111111111111,0.0,6.9201792,,,42097,1961
1961-03-23,,,,23,8.222222222222221,0.0,,0.0,28.88888888888889,17.22222222222222,3,2.1092222222204,0.0,,1006.7,0.0,0.0,0.0,,0.0,,,23.222222222222207,0.0,7.563916800000001,,,42097,1961
1961-03-24,,,,24,8.166666666666668,,,,28.05555555555556,14.722222222222223,3,2.3664444444423998,0.0,,1008.25,,,,,,,,21.222222222222207,,,,,42097,1961
1961-03-25,,,,25,8.111111111111112,0.0,,0.0,27.222222222222232,12.222222222222225,3,2.6236666666644,0.0,,1009.8,0.0,,0.0,,0.0,,,19.22222222222221,0.0,7.563916800000001,,,42097,1961
1961-03-26,,,,26,6.222222222222222,0.0,,0.0,28.88888888888889,12.222222222222225,3,2.1092222222204,0.0,,1010.8,0.0,0.0,0.0,,0.0,,,20.33333333333333,0.0,7.563916800000001,,,42097,1961
1961-03-27,,,,27,6.5555555555555545,0.0,,0.0,31.11111111111111,12.777777777777779,3,6.173333333327999,0.0,,1010.7,0.0,0.0,0.0,,0.0,,,22.44444444444445,0.0,15.610636800000002,,,42097,1961
1961-03-28,,,,28,5.999999999999999,0.0,,0.0,31.11111111111111,13.888888888888893,3,0.9774444444436,0.0,,1011.7,0.0,0.0,0.0,,0.0,,,23.44444444444445,0.0,7.563916800000001,,,42097,1961
1961-03-29,,,,29,7.6111111111111125,0.0,,0.0,32.77777777777778,18.88888888888889,3,0.9774444444436,0.0,,1013.0,0.0,0.0,0.0,,0.0,,,26.222222222222232,0.0,8.529523199999998,,,42097,1961
1961-03-30,,,,30,7.5,0.0,,0.0,33.888888888888886,15.0,3,0.9774444444436,0.0,,1012.0,0.0,0.0,0.0,,0.0,,,27.222222222222232,0.0,8.529523199999998,,,42097,1961
1961-03-31,,,,31,6.5555555555555545,0.0,,0.0,32.77777777777778,17.777777777777782,3,2.1092222222204,0.0,,1009.7,0.0,0.0,0.0,,0.0,,,26.777777777777786,0.0,7.563916800000001,,,42097,1961
1961-04-01,,,,1,5.5555555555555545,0.0,,0.0,32.77777777777778,17.22222222222222,4,2.6236666666644,0.0,,1008.7,0.0,0.0,0.0,,0.0,,,25.722222222222207,0.0,5.4717696,,,42097,1961
1961-04-02,,,,2,9.444444444444443,0.0,,0.0,32.77777777777778,21.11111111111111,4,2.1092222222204,0.0,,1008.4,0.0,0.0,0.0,,0.0,,,25.777777777777786,0.0,7.563916800000001,,,42097,1961
1961-04-03,,,,3,14.277777777777779,0.0,,0.0,35.0,17.22222222222222,4,2.1092222222204,0.0,,1006.1,0.0,0.0,0.0,,0.0,,,24.722222222222232,0.0,6.9201792,,,42097,1961
1961-04-04,,,,4,13.777777777777775,0.0,,0.0,32.22222222222222,17.777777777777782,4,2.1092222222204,0.0,,1009.0,0.0,0.0,0.0,,0.0,,,23.555555555555557,0.0,7.563916800000001,,,42097,1961
1961-04-05,,,,5,9.333333333333332,0.0,,0.0,32.22222222222222,17.22222222222222,4,0.9774444444436,0.0,,1011.0,0.0,0.0,0.0,,0.0,,,24.555555555555557,0.0,7.563916800000001,,,42097,1961
1961-04-06,,,,6,8.0,0.0,,0.0,30.0,17.777777777777782,4,2.6236666666644,0.0,,1010.8,0.0,0.0,0.0,,0.0,,,23.777777777777786,0.0,6.759244800000001,,,42097,1961
1961-04-07,,,,7,7.000000000000001,0.0,,0.0,28.88888888888889,15.0,4,0.9774444444436,0.0,,1009.3,0.0,0.0,0.0,,0.0,,,22.333333333333336,0.0,7.563916800000001,,,42097,1961
1961-04-08,,,,8,6.8888888888888875,0.0,,0.0,32.22222222222222,13.888888888888893,4,0.9774444444436,0.0,,1008.0,0.0,0.0,0.0,,0.0,,,24.88888888888889,0.0,7.563916800000001,,,42097,1961
1961-04-09,,,,9,9.666666666666666,0.0,,0.0,32.77777777777778,22.222222222222207,4,2.1092222222204,0.0,,1007.3,0.0,0.0,0.0,,0.0,,,27.777777777777786,0.0,7.563916800000001,,,42097,1961
1961-04-10,,,,10,15.444444444444445,0.0,,0.0,32.22222222222222,20.0,4,0.9774444444436,0.0,,1007.5,0.0,0.0,0.0,,0.0,,,25.44444444444445,0.0,7.563916800000001,,,42097,1961
1961-04-11,,,,11,13.777777777777775,0.0,,0.0,32.22222222222222,16.11111111111111,4,3.601111111108,0.0,,1007.2,0.0,0.0,0.0,,0.0,,,25.44444444444445,1.0,7.563916800000001,,,42097,1961
1961-04-12,,,,12,16.11111111111111,0.0,,0.0,26.11111111111111,17.22222222222222,4,3.601111111108,1.016,,1008.6,0.0,0.0,0.0,,0.0,,,20.555555555555557,0.0,6.9201792,,,42097,1961
1961-04-13,,,,13,17.333333333333336,0.0,,0.0,27.222222222222232,17.777777777777782,4,2.1092222222204,5.08,,1010.5,0.0,0.0,0.0,,0.0,,,20.777777777777786,1.0,7.563916800000001,,,42097,1961
1961-04-14,,,,14,12.944444444444445,0.0,,0.0,27.777777777777786,17.22222222222222,4,2.1092222222204,0.0,,1010.2,0.0,0.0,0.0,,0.0,,,22.777777777777786,0.0,6.9201792,,,42097,1961
1961-04-15,,,,15,12.222222222222225,0.0,,0.0,32.22222222222222,13.888888888888893,4,2.1092222222204,0.0,,1009.2,0.0,0.0,0.0,,0.0,,,24.44444444444445,0.0,7.563916800000001,,,42097,1961
1961-04-16,,,,16,11.444444444444445,0.0,,0.0,33.888888888888886,17.777777777777782,4,2.1092222222204,0.0,,1006.6,0.0,0.0,0.0,,0.0,,,26.11111111111111,0.0,7.563916800000001,,,42097,1961
1961-04-17,,,,17,12.055555555555554,,,,35.55555555555556,19.444444444444446,4,1.5433333333319998,0.0,,1006.3,,,,,,,,27.888888888888893,,,,,42097,1961
1961-04-18,,,,18,12.666666666666664,0.0,,0.0,37.22222222222222,21.11111111111111,4,0.9774444444436,0.0,,1006.0,0.0,,0.0,,0.0,,,29.66666666666667,0.0,8.851392,,,42097,1961
1961-04-19,,,,19,12.111111111111107,0.0,,0.0,37.77777777777778,22.222222222222207,4,2.6236666666644,0.0,,1003.4,0.0,0.0,0.0,,0.0,,,30.722222222222207,0.0,6.9201792,,,42097,1961
1961-04-20,,,,20,10.444444444444443,0.0,,0.0,37.22222222222222,22.777777777777786,4,2.6236666666644,0.0,,1002.9,0.0,0.0,0.0,,0.0,,,31.11111111111111,0.0,9.9779328,,,42097,1961
1961-04-21,,,,21,3.333333333333333,0.0,,0.0,36.111111111111114,21.11111111111111,4,2.1092222222204,0.0,,1004.3,0.0,0.0,0.0,,0.0,,,28.88888888888889,0.0,7.563916800000001,,,42097,1961
1961-04-22,,,,22,2.1666666666666656,,,,35.55555555555556,19.166666666666664,4,1.8005555555539998,0.0,,1006.25,,,,,,,,28.0,,,,,42097,1961
1961-04-23,,,,23,0.9999999999999984,0.0,,0.0,35.0,17.22222222222222,4,1.4918888888876,0.0,,1008.2,0.0,,0.0,,0.0,,,27.11111111111111,0.0,7.563916800000001,,,42097,1961
1961-04-24,,,,24,2.4444444444444438,,,,36.111111111111114,17.22222222222222,4,1.8005555555539998,0.0,,1008.95,,,,,,,,27.388888888888893,,,,,42097,1961
1961-04-25,,,,25,3.888888888888889,0.0,,0.0,37.22222222222222,17.22222222222222,4,2.1092222222204,0.0,,1009.7,0.0,,0.0,,0.0,,,27.66666666666667,0.0,8.851392,,,42097,1961
1961-04-26,,,,26,4.555555555555556,0.0,,0.0,38.888888888888886,17.777777777777782,4,2.1092222222204,0.0,,1007.1,0.0,0.0,0.0,,0.0,,,29.222222222222207,0.0,9.9779328,,,42097,1961
1961-04-27,,,,27,5.277777777777779,0.0,,0.0,38.888888888888886,21.11111111111111,4,0.9774444444436,0.0,,1004.4,0.0,0.0,0.0,,0.0,,,29.88888888888889,0.0,8.529523199999998,,,42097,1961
1961-04-28,,,,28,6.388888888888888,0.0,,0.0,42.22222222222222,22.777777777777786,4,2.1092222222204,0.0,,1002.0,0.0,0.0,0.0,,0.0,,,33.5,0.0,6.9201792,,,42097,1961
1961-04-29,,,,29,10.0,0.0,,0.0,38.888888888888886,25.0,4,4.5785555555516,0.0,,1002.9,0.0,0.0,0.0,,0.0,,,32.77777777777778,0.0,5.954572800000001,,,42097,1961
1961-04-30,,,,30,9.722222222222223,,,,40.0,25.37037037037037,4,3.7554444444412,0.0,,1001.8333333333334,,,,,,,,33.46296296296296,,,,,42097,1961
1961-05-01,,,,1,9.444444444444445,,,,41.11111111111111,25.74074074074074,5,2.9323333333308,0.0,,1000.7666666666667,,,,,,,,34.14814814814815,,,,,42097,1961
1961-05-02,,,,2,9.166666666666668,0.0,,0.0,42.22222222222222,26.11111111111111,5,2.1092222222204,0.0,,999.7,0.0,,0.0,,0.0,,,34.833333333333336,0.0,6.9201792,,,42097,1961
1961-05-03,,,,3,8.111111111111112,0.0,,0.0,41.111111111111114,27.222222222222232,5,4.5785555555516,0.0,,1002.0,0.0,0.0,0.0,,0.0,,,34.66666666666667,0.0,8.851392,,,42097,1961
1961-05-04,,,,4,15.0,0.0,,0.0,37.77777777777778,27.777777777777786,5,3.601111111108,0.0,,1004.1,0.0,0.0,0.0,,0.0,,,32.888888888888886,0.0,7.563916800000001,,,42097,1961
1961-05-05,,,,5,15.333333333333336,0.0,,0.0,37.22222222222222,23.88888888888889,5,2.1092222222204,0.0,,1004.3,0.0,0.0,0.0,,0.0,,,28.222222222222207,0.0,6.437376,,,42097,1961
1961-05-06,,,,6,15.888888888888893,0.0,,0.0,32.77777777777778,20.0,5,5.710333333328397,0.0,,1004.0,0.0,0.0,0.0,,0.0,,,27.66666666666667,1.0,5.954572800000001,,,42097,1961
1961-05-07,,,,7,15.0,0.0,,0.0,37.22222222222222,21.11111111111111,5,2.1092222222204,0.0,,1003.5,0.0,0.0,0.0,,0.0,,,29.88888888888889,0.0,7.563916800000001,,,42097,1961
1961-05-08,,,,8,14.444444444444445,0.0,,0.0,37.22222222222222,22.222222222222207,5,2.6236666666644,0.0,,1005.1,0.0,0.0,0.0,,0.0,,,31.94444444444445,0.0,8.529523199999998,,,42097,1961
1961-05-09,,,,9,14.444444444444445,,,,39.16666666666667,23.611111111111104,5,2.3664444444423998,0.0,,1002.4000000000001,,,,,,,,32.97222222222223,,,,,42097,1961
1961-05-10,,,,10,14.444444444444445,0.0,,0.0,41.111111111111114,25.0,5,2.1092222222204,0.0,,999.7,0.0,,0.0,,0.0,,,34.0,0.0,7.563916800000001,,,42097,1961
1961-05-11,,,,11,16.38888888888889,,,,38.611111111111114,23.888888888888893,5,2.3664444444423998,0.0,,1000.35,,,,,,,,31.5,,,,,42097,1961
1961-05-12,,,,12,18.333333333333336,0.0,,0.0,36.111111111111114,22.777777777777786,5,2.6236666666644,0.0,,1001.0,0.0,,0.0,,0.0,,,29.000000000000004,1.0,4.828032,,,42097,1961
1961-05-13,,,,13,19.44444444444445,0.0,,0.0,35.0,21.11111111111111,5,4.5785555555516,0.0,,1004.7,0.0,0.0,0.0,,0.0,,,27.777777777777786,0.0,8.529523199999998,,,42097,1961
1961-05-14,,,,14,15.833333333333336,0.0,,0.0,37.77777777777778,22.222222222222207,5,2.1092222222204,0.0,,1006.3,0.0,0.0,0.0,,0.0,,,30.722222222222207,0.0,8.529523199999998,,,42097,1961
1961-05-15,,,,15,8.777777777777779,0.0,,0.0,36.111111111111114,23.88888888888889,5,3.601111111108,0.0,,1004.9,0.0,0.0,0.0,,0.0,,,29.33333333333333,0.0,6.437376,,,42097,1961
1961-05-16,,,,16,10.444444444444443,0.0,,0.0,37.77777777777778,20.0,5,2.6236666666644,0.0,,1006.8,0.0,0.0,0.0,,0.0,,,29.722222222222232,0.0,8.529523199999998,,,42097,1961
1961-05-17,,,,17,11.333333333333336,0.0,,0.0,38.888888888888886,22.222222222222207,5,0.9774444444436,0.0,,1003.7,0.0,0.0,0.0,,0.0,,,31.33333333333334,0.0,8.851392,,,42097,1961
1961-05-18,,,,18,9.611111111111107,0.0,,0.0,41.111111111111114,25.0,5,2.6236666666644,0.0,,1001.6,0.0,0.0,0.0,,0.0,,,34.0,0.0,8.529523199999998,,,42097,1961
1961-05-19,,,,19,10.111111111111112,0.0,,0.0,42.77777777777778,26.11111111111111,5,2.1092222222204,0.0,,999.7,0.0,0.0,0.0,,0.0,,,34.44444444444444,0.0,8.851392,,,42097,1961
1961-05-20,,,,20,12.444444444444445,0.0,,0.0,40.0,27.222222222222232,5,4.5785555555516,0.0,,997.2,0.0,0.0,0.0,,0.0,,,33.888888888888886,1.0,7.242048,,,42097,1961
1961-05-21,,,,21,15.444444444444445,0.0,,0.0,32.22222222222222,27.222222222222232,5,2.6236666666644,0.0,,999.5,0.0,0.0,0.0,,0.0,,,29.222222222222207,0.0,6.437376,,,42097,1961
1961-05-22,,,,22,14.166666666666668,0.0,,0.0,37.22222222222222,27.777777777777786,5,2.6236666666644,1.016,,1001.0,0.0,0.0,0.0,,0.0,,,32.22222222222222,0.0,8.529523199999998,,,42097,1961
1961-05-23,,,,23,14.777777777777779,0.0,,0.0,36.111111111111114,25.0,5,2.6236666666644,0.0,,1003.7,0.0,0.0,0.0,,0.0,,,29.777777777777768,1.0,6.437376,,,42097,1961
1961-05-24,,,,24,13.0,0.0,,0.0,38.888888888888886,23.88888888888889,5,2.1092222222204,0.0,,1002.0,0.0,0.0,0.0,,0.0,,,32.0,0.0,7.563916800000001,,,42097,1961
1961-05-25,,,,25,15.111111111111116,0.0,,0.0,41.111111111111114,22.777777777777786,5,2.1092222222204,0.0,,998.3,0.0,0.0,0.0,,0.0,,,34.0,0.0,7.563916800000001,,,42097,1961
1961-05-26,,,,26,11.222222222222225,0.0,,0.0,40.0,26.11111111111111,5,3.086666666664,0.0,,998.5,0.0,0.0,0.0,,0.0,,,33.888888888888886,0.0,7.563916800000001,,,42097,1961
